,rouge-1,rouge-2,rouge-l
579,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
580,"{'r': 0.7796610169491526, 'p': 0.7931034482758621, 'f': 0.7863247813251516}","{'r': 0.6986301369863014, 'p': 0.7285714285714285, 'f': 0.7132867082889139}","{'r': 0.7796610169491526, 'p': 0.7931034482758621, 'f': 0.7863247813251516}"
581,"{'r': 0.6756756756756757, 'p': 0.5681818181818182, 'f': 0.617283945654626}","{'r': 0.5869565217391305, 'p': 0.5, 'f': 0.5399999950320001}","{'r': 0.6756756756756757, 'p': 0.5681818181818182, 'f': 0.617283945654626}"
582,"{'r': 0.7358490566037735, 'p': 0.7222222222222222, 'f': 0.7289719576172592}","{'r': 0.6461538461538462, 'p': 0.6774193548387096, 'f': 0.6614173178374357}","{'r': 0.7358490566037735, 'p': 0.7222222222222222, 'f': 0.7289719576172592}"
583,"{'r': 0.6170212765957447, 'p': 0.5272727272727272, 'f': 0.5686274460111496}","{'r': 0.4642857142857143, 'p': 0.4, 'f': 0.42975206114336456}","{'r': 0.6170212765957447, 'p': 0.5272727272727272, 'f': 0.5686274460111496}"
584,"{'r': 1.0, 'p': 0.7741935483870968, 'f': 0.8727272678082645}","{'r': 0.9807692307692307, 'p': 0.7183098591549296, 'f': 0.8292682878022343}","{'r': 1.0, 'p': 0.7741935483870968, 'f': 0.8727272678082645}"
585,"{'r': 0.4878048780487805, 'p': 0.45454545454545453, 'f': 0.470588230300346}","{'r': 0.23076923076923078, 'p': 0.23076923076923078, 'f': 0.2307692257692309}","{'r': 0.4634146341463415, 'p': 0.4318181818181818, 'f': 0.4470588185356402}"
586,"{'r': 0.94, 'p': 1.0, 'f': 0.9690721599532363}","{'r': 0.8524590163934426, 'p': 0.9811320754716981, 'f': 0.912280696779009}","{'r': 0.94, 'p': 1.0, 'f': 0.9690721599532363}"
587,"{'r': 0.8679245283018868, 'p': 0.8679245283018868, 'f': 0.867924523301887}","{'r': 0.8333333333333334, 'p': 0.8064516129032258, 'f': 0.8196721261488847}","{'r': 0.8679245283018868, 'p': 0.8679245283018868, 'f': 0.867924523301887}"
588,"{'r': 0.6666666666666666, 'p': 0.7083333333333334, 'f': 0.6868686818732783}","{'r': 0.48333333333333334, 'p': 0.48333333333333334, 'f': 0.4833333283333333}","{'r': 0.6470588235294118, 'p': 0.6875, 'f': 0.6666666616712582}"
589,"{'r': 0.8596491228070176, 'p': 0.7424242424242424, 'f': 0.7967479625064446}","{'r': 0.8333333333333334, 'p': 0.6493506493506493, 'f': 0.7299270023762587}","{'r': 0.8596491228070176, 'p': 0.7424242424242424, 'f': 0.7967479625064446}"
590,"{'r': 0.9375, 'p': 0.7894736842105263, 'f': 0.857142852179592}","{'r': 0.8771929824561403, 'p': 0.7142857142857143, 'f': 0.7874015698555398}","{'r': 0.9375, 'p': 0.7894736842105263, 'f': 0.857142852179592}"
591,"{'r': 0.9545454545454546, 'p': 0.9545454545454546, 'f': 0.9545454495454547}","{'r': 0.9230769230769231, 'p': 0.9411764705882353, 'f': 0.9320388299519277}","{'r': 0.9545454545454546, 'p': 0.9545454545454546, 'f': 0.9545454495454547}"
592,"{'r': 0.5849056603773585, 'p': 0.6888888888888889, 'f': 0.6326530562578093}","{'r': 0.40625, 'p': 0.5306122448979592, 'f': 0.46017698623854647}","{'r': 0.5849056603773585, 'p': 0.6888888888888889, 'f': 0.6326530562578093}"
593,"{'r': 0.8727272727272727, 'p': 0.9056603773584906, 'f': 0.8888888838906035}","{'r': 0.7540983606557377, 'p': 0.8070175438596491, 'f': 0.779661011954898}","{'r': 0.8727272727272727, 'p': 0.9056603773584906, 'f': 0.8888888838906035}"
594,"{'r': 0.5573770491803278, 'p': 0.5396825396825397, 'f': 0.5483870917754943}","{'r': 0.48484848484848486, 'p': 0.4155844155844156, 'f': 0.4475524425820334}","{'r': 0.5573770491803278, 'p': 0.5396825396825397, 'f': 0.5483870917754943}"
595,"{'r': 0.9814814814814815, 'p': 0.8688524590163934, 'f': 0.9217391254533082}","{'r': 0.9838709677419355, 'p': 0.8026315789473685, 'f': 0.8840579660659527}","{'r': 0.9814814814814815, 'p': 0.8688524590163934, 'f': 0.9217391254533082}"
596,"{'r': 0.7954545454545454, 'p': 0.813953488372093, 'f': 0.8045976961500858}","{'r': 0.6666666666666666, 'p': 0.711864406779661, 'f': 0.6885245851693094}","{'r': 0.7954545454545454, 'p': 0.813953488372093, 'f': 0.8045976961500858}"
597,"{'r': 0.9827586206896551, 'p': 0.9827586206896551, 'f': 0.9827586156896552}","{'r': 0.96875, 'p': 0.9538461538461539, 'f': 0.9612403050778199}","{'r': 0.9827586206896551, 'p': 0.9827586206896551, 'f': 0.9827586156896552}"
598,"{'r': 0.8301886792452831, 'p': 0.6666666666666666, 'f': 0.7394957933789986}","{'r': 0.7580645161290323, 'p': 0.6351351351351351, 'f': 0.6911764656271626}","{'r': 0.8301886792452831, 'p': 0.6666666666666666, 'f': 0.7394957933789986}"
599,"{'r': 0.7619047619047619, 'p': 0.6274509803921569, 'f': 0.688172038057579}","{'r': 0.6382978723404256, 'p': 0.4918032786885246, 'f': 0.555555550639575}","{'r': 0.7619047619047619, 'p': 0.6274509803921569, 'f': 0.688172038057579}"
600,"{'r': 0.9811320754716981, 'p': 0.9122807017543859, 'f': 0.9454545404611571}","{'r': 0.9193548387096774, 'p': 0.8382352941176471, 'f': 0.8769230719337279}","{'r': 0.9811320754716981, 'p': 0.9122807017543859, 'f': 0.9454545404611571}"
601,"{'r': 0.9215686274509803, 'p': 1.0, 'f': 0.9591836684777177}","{'r': 0.8688524590163934, 'p': 0.9636363636363636, 'f': 0.9137930984616528}","{'r': 0.9215686274509803, 'p': 1.0, 'f': 0.9591836684777177}"
602,"{'r': 0.45098039215686275, 'p': 0.42592592592592593, 'f': 0.43809523309931975}","{'r': 0.3448275862068966, 'p': 0.32786885245901637, 'f': 0.3361344487846904}","{'r': 0.43137254901960786, 'p': 0.4074074074074074, 'f': 0.4190476140517007}"
603,"{'r': 0.625, 'p': 0.7317073170731707, 'f': 0.674157298401717}","{'r': 0.5454545454545454, 'p': 0.6122448979591837, 'f': 0.576923071939719}","{'r': 0.6041666666666666, 'p': 0.7073170731707317, 'f': 0.6516853882893574}"
604,"{'r': 0.8, 'p': 0.6666666666666666, 'f': 0.7272727223140496}","{'r': 0.6271186440677966, 'p': 0.5522388059701493, 'f': 0.5873015823217436}","{'r': 0.8, 'p': 0.6666666666666666, 'f': 0.7272727223140496}"
605,"{'r': 0.20754716981132076, 'p': 0.1774193548387097, 'f': 0.1913043428567109}","{'r': 0.03333333333333333, 'p': 0.02857142857142857, 'f': 0.03076922579881737}","{'r': 0.20754716981132076, 'p': 0.1774193548387097, 'f': 0.1913043428567109}"
606,"{'r': 1.0, 'p': 0.9473684210526315, 'f': 0.9729729679766254}","{'r': 0.9714285714285714, 'p': 0.9315068493150684, 'f': 0.9510489460511518}","{'r': 1.0, 'p': 0.9473684210526315, 'f': 0.9729729679766254}"
607,"{'r': 0.42105263157894735, 'p': 0.43636363636363634, 'f': 0.42857142357302297}","{'r': 0.25806451612903225, 'p': 0.27586206896551724, 'f': 0.2666666616722223}","{'r': 0.38596491228070173, 'p': 0.4, 'f': 0.3928571378587373}"
608,"{'r': 0.7142857142857143, 'p': 0.813953488372093, 'f': 0.7608695602386579}","{'r': 0.5666666666666667, 'p': 0.68, 'f': 0.6181818132231407}","{'r': 0.7142857142857143, 'p': 0.813953488372093, 'f': 0.7608695602386579}"
609,"{'r': 0.6170212765957447, 'p': 0.5471698113207547, 'f': 0.579999995018}","{'r': 0.3793103448275862, 'p': 0.36666666666666664, 'f': 0.37288135093363983}","{'r': 0.5957446808510638, 'p': 0.5283018867924528, 'f': 0.5599999950180001}"
610,"{'r': 0.6607142857142857, 'p': 0.6166666666666667, 'f': 0.6379310294887041}","{'r': 0.4788732394366197, 'p': 0.4722222222222222, 'f': 0.4755244705247201}","{'r': 0.6428571428571429, 'p': 0.6, 'f': 0.6206896501783592}"
611,"{'r': 0.9838709677419355, 'p': 0.9682539682539683, 'f': 0.97599999500032}","{'r': 0.948051948051948, 'p': 0.9240506329113924, 'f': 0.9358974308982578}","{'r': 0.9838709677419355, 'p': 0.9682539682539683, 'f': 0.97599999500032}"
612,"{'r': 1.0, 'p': 0.7611940298507462, 'f': 0.8644067747529446}","{'r': 0.9830508474576272, 'p': 0.7532467532467533, 'f': 0.8529411715581748}","{'r': 1.0, 'p': 0.7611940298507462, 'f': 0.8644067747529446}"
613,"{'r': 0.7115384615384616, 'p': 0.7551020408163265, 'f': 0.7326732623311442}","{'r': 0.5483870967741935, 'p': 0.5666666666666667, 'f': 0.5573770441816717}","{'r': 0.6346153846153846, 'p': 0.673469387755102, 'f': 0.6534653415390648}"
614,"{'r': 0.7592592592592593, 'p': 0.7454545454545455, 'f': 0.7522935729820723}","{'r': 0.6206896551724138, 'p': 0.5901639344262295, 'f': 0.6050420118099005}","{'r': 0.7592592592592593, 'p': 0.7454545454545455, 'f': 0.7522935729820723}"
615,"{'r': 0.4772727272727273, 'p': 0.375, 'f': 0.41999999507200003}","{'r': 0.21568627450980393, 'p': 0.171875, 'f': 0.19130434288998122}","{'r': 0.4772727272727273, 'p': 0.375, 'f': 0.41999999507200003}"
616,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
617,"{'r': 0.5789473684210527, 'p': 0.6111111111111112, 'f': 0.5945945895982471}","{'r': 0.4307692307692308, 'p': 0.4444444444444444, 'f': 0.4374999950012208}","{'r': 0.5789473684210527, 'p': 0.6111111111111112, 'f': 0.5945945895982471}"
618,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
619,"{'r': 0.5, 'p': 0.46153846153846156, 'f': 0.47999999500800006}","{'r': 0.39285714285714285, 'p': 0.34375, 'f': 0.36666666168888895}","{'r': 0.5, 'p': 0.46153846153846156, 'f': 0.47999999500800006}"
620,"{'r': 0.6226415094339622, 'p': 0.559322033898305, 'f': 0.5892857093000637}","{'r': 0.46875, 'p': 0.4411764705882353, 'f': 0.45454544955004594}","{'r': 0.6226415094339622, 'p': 0.559322033898305, 'f': 0.5892857093000637}"
621,"{'r': 0.7755102040816326, 'p': 0.8260869565217391, 'f': 0.7999999950049862}","{'r': 0.6190476190476191, 'p': 0.7222222222222222, 'f': 0.6666666616962524}","{'r': 0.7755102040816326, 'p': 0.8260869565217391, 'f': 0.7999999950049862}"
622,"{'r': 0.6730769230769231, 'p': 0.7, 'f': 0.686274504805844}","{'r': 0.603448275862069, 'p': 0.6363636363636364, 'f': 0.6194690215521969}","{'r': 0.6538461538461539, 'p': 0.68, 'f': 0.6666666616685891}"
623,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
624,"{'r': 0.8070175438596491, 'p': 0.9019607843137255, 'f': 0.851851846867284}","{'r': 0.7384615384615385, 'p': 0.8421052631578947, 'f': 0.786885240923139}","{'r': 0.7894736842105263, 'p': 0.8823529411764706, 'f': 0.8333333283487654}"
625,"{'r': 0.9791666666666666, 'p': 0.8245614035087719, 'f': 0.8952380902748299}","{'r': 0.9444444444444444, 'p': 0.7846153846153846, 'f': 0.8571428521855801}","{'r': 0.9791666666666666, 'p': 0.8245614035087719, 'f': 0.8952380902748299}"
626,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
627,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 0.9836065573770492, 'p': 0.967741935483871, 'f': 0.9756097510978915}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
628,"{'r': 0.6111111111111112, 'p': 0.6, 'f': 0.6055045821563841}","{'r': 0.3114754098360656, 'p': 0.30158730158730157, 'f': 0.30645160790452664}","{'r': 0.5925925925925926, 'p': 0.5818181818181818, 'f': 0.5871559583031731}"
629,"{'r': 0.7906976744186046, 'p': 0.6071428571428571, 'f': 0.6868686819549026}","{'r': 0.6938775510204082, 'p': 0.5151515151515151, 'f': 0.5913043429353498}","{'r': 0.7906976744186046, 'p': 0.6071428571428571, 'f': 0.6868686819549026}"
630,"{'r': 0.5, 'p': 0.5094339622641509, 'f': 0.5046728921966984}","{'r': 0.35384615384615387, 'p': 0.38333333333333336, 'f': 0.367999995008}","{'r': 0.5, 'p': 0.5094339622641509, 'f': 0.5046728921966984}"
631,"{'r': 0.8076923076923077, 'p': 0.7924528301886793, 'f': 0.7999999950004536}","{'r': 0.75, 'p': 0.7377049180327869, 'f': 0.7438016478929035}","{'r': 0.8076923076923077, 'p': 0.7924528301886793, 'f': 0.7999999950004536}"
632,"{'r': 0.8085106382978723, 'p': 0.8837209302325582, 'f': 0.844444439454321}","{'r': 0.7818181818181819, 'p': 0.8431372549019608, 'f': 0.8113207497241012}","{'r': 0.8085106382978723, 'p': 0.8837209302325582, 'f': 0.844444439454321}"
633,"{'r': 0.7833333333333333, 'p': 0.8103448275862069, 'f': 0.7966101644929618}","{'r': 0.6212121212121212, 'p': 0.640625, 'f': 0.6307692257704143}","{'r': 0.7833333333333333, 'p': 0.8103448275862069, 'f': 0.7966101644929618}"
634,"{'r': 0.6551724137931034, 'p': 0.6785714285714286, 'f': 0.6666666616682057}","{'r': 0.5625, 'p': 0.5901639344262295, 'f': 0.57599999500288}","{'r': 0.6551724137931034, 'p': 0.6785714285714286, 'f': 0.6666666616682057}"
635,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
636,"{'r': 0.7254901960784313, 'p': 0.7115384615384616, 'f': 0.718446596942219}","{'r': 0.7096774193548387, 'p': 0.6567164179104478, 'f': 0.6821705376431706}","{'r': 0.7254901960784313, 'p': 0.7115384615384616, 'f': 0.718446596942219}"
637,"{'r': 0.5740740740740741, 'p': 0.62, 'f': 0.5961538411612427}","{'r': 0.5254237288135594, 'p': 0.5081967213114754, 'f': 0.5166666616680556}","{'r': 0.5740740740740741, 'p': 0.62, 'f': 0.5961538411612427}"
638,"{'r': 0.5964912280701754, 'p': 0.7555555555555555, 'f': 0.6666666617358709}","{'r': 0.5076923076923077, 'p': 0.6346153846153846, 'f': 0.5641025591642926}","{'r': 0.5964912280701754, 'p': 0.7555555555555555, 'f': 0.6666666617358709}"
639,"{'r': 0.6428571428571429, 'p': 0.7346938775510204, 'f': 0.6857142807365081}","{'r': 0.43333333333333335, 'p': 0.4406779661016949, 'f': 0.4369747849163195}","{'r': 0.6428571428571429, 'p': 0.7346938775510204, 'f': 0.6857142807365081}"
640,"{'r': 0.6785714285714286, 'p': 0.5671641791044776, 'f': 0.617886173901778}","{'r': 0.5303030303030303, 'p': 0.47297297297297297, 'f': 0.49999999501632664}","{'r': 0.6785714285714286, 'p': 0.5671641791044776, 'f': 0.617886173901778}"
641,"{'r': 0.9803921568627451, 'p': 0.8620689655172413, 'f': 0.9174311876811717}","{'r': 0.8793103448275862, 'p': 0.796875, 'f': 0.8360655687825853}","{'r': 0.9803921568627451, 'p': 0.8620689655172413, 'f': 0.9174311876811717}"
642,"{'r': 0.6833333333333333, 'p': 0.8367346938775511, 'f': 0.7522935730325732}","{'r': 0.5909090909090909, 'p': 0.7222222222222222, 'f': 0.6499999950500001}","{'r': 0.6833333333333333, 'p': 0.8367346938775511, 'f': 0.7522935730325732}"
643,"{'r': 0.6976744186046512, 'p': 0.7317073170731707, 'f': 0.7142857092885488}","{'r': 0.6333333333333333, 'p': 0.6666666666666666, 'f': 0.649572644575937}","{'r': 0.6976744186046512, 'p': 0.7317073170731707, 'f': 0.7142857092885488}"
644,"{'r': 0.7272727272727273, 'p': 0.6666666666666666, 'f': 0.6956521689224953}","{'r': 0.7027027027027027, 'p': 0.5652173913043478, 'f': 0.626506019155175}","{'r': 0.7272727272727273, 'p': 0.6666666666666666, 'f': 0.6956521689224953}"
645,"{'r': 0.7222222222222222, 'p': 0.8297872340425532, 'f': 0.7722772227467896}","{'r': 0.65625, 'p': 0.7, 'f': 0.6774193498439126}","{'r': 0.7222222222222222, 'p': 0.8297872340425532, 'f': 0.7722772227467896}"
646,"{'r': 0.7083333333333334, 'p': 0.7391304347826086, 'f': 0.7234042503214125}","{'r': 0.5689655172413793, 'p': 0.5789473684210527, 'f': 0.5739130384786391}","{'r': 0.7083333333333334, 'p': 0.7391304347826086, 'f': 0.7234042503214125}"
647,"{'r': 0.3958333333333333, 'p': 0.36538461538461536, 'f': 0.379999995008}","{'r': 0.06779661016949153, 'p': 0.06666666666666667, 'f': 0.06722688575665597}","{'r': 0.3541666666666667, 'p': 0.3269230769230769, 'f': 0.33999999500800004}"
648,"{'r': 0.7454545454545455, 'p': 0.7321428571428571, 'f': 0.7387387337391447}","{'r': 0.6721311475409836, 'p': 0.6833333333333333, 'f': 0.6776859454135647}","{'r': 0.7272727272727273, 'p': 0.7142857142857143, 'f': 0.7207207157211267}"
649,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
650,"{'r': 0.8979591836734694, 'p': 0.88, 'f': 0.8888888838893991}","{'r': 0.8253968253968254, 'p': 0.8253968253968254, 'f': 0.8253968203968255}","{'r': 0.8979591836734694, 'p': 0.88, 'f': 0.8888888838893991}"
651,"{'r': 0.8, 'p': 0.8, 'f': 0.7999999950000002}","{'r': 0.7377049180327869, 'p': 0.7142857142857143, 'f': 0.725806446614204}","{'r': 0.8, 'p': 0.8, 'f': 0.7999999950000002}"
652,"{'r': 0.6724137931034483, 'p': 0.6964285714285714, 'f': 0.6842105213173285}","{'r': 0.6119402985074627, 'p': 0.640625, 'f': 0.6259541934759046}","{'r': 0.6724137931034483, 'p': 0.6964285714285714, 'f': 0.6842105213173285}"
653,"{'r': 0.4878048780487805, 'p': 0.36363636363636365, 'f': 0.41666666177300354}","{'r': 0.3076923076923077, 'p': 0.22535211267605634, 'f': 0.2601625967453236}","{'r': 0.4878048780487805, 'p': 0.36363636363636365, 'f': 0.41666666177300354}"
654,"{'r': 1.0, 'p': 0.90625, 'f': 0.9508196671432412}","{'r': 0.9253731343283582, 'p': 0.8157894736842105, 'f': 0.8671328621526725}","{'r': 1.0, 'p': 0.90625, 'f': 0.9508196671432412}"
655,"{'r': 0.8301886792452831, 'p': 0.9565217391304348, 'f': 0.8888888839138864}","{'r': 0.7741935483870968, 'p': 0.9230769230769231, 'f': 0.8421052581963682}","{'r': 0.8301886792452831, 'p': 0.9565217391304348, 'f': 0.8888888839138864}"
656,"{'r': 0.42857142857142855, 'p': 0.40384615384615385, 'f': 0.4158415791628272}","{'r': 0.23636363636363636, 'p': 0.21666666666666667, 'f': 0.22608695153119107}","{'r': 0.42857142857142855, 'p': 0.40384615384615385, 'f': 0.4158415791628272}"
657,"{'r': 0.8363636363636363, 'p': 0.7301587301587301, 'f': 0.7796610119721344}","{'r': 0.6721311475409836, 'p': 0.5394736842105263, 'f': 0.5985401410453408}","{'r': 0.7818181818181819, 'p': 0.6825396825396826, 'f': 0.7288135543450158}"
658,"{'r': 1.0, 'p': 0.9649122807017544, 'f': 0.9821428521444516}","{'r': 0.9850746268656716, 'p': 0.9565217391304348, 'f': 0.970588230295199}","{'r': 1.0, 'p': 0.9649122807017544, 'f': 0.9821428521444516}"
659,"{'r': 0.6078431372549019, 'p': 0.6595744680851063, 'f': 0.6326530562328196}","{'r': 0.5454545454545454, 'p': 0.5555555555555556, 'f': 0.5504587105967512}","{'r': 0.6078431372549019, 'p': 0.6595744680851063, 'f': 0.6326530562328196}"
660,"{'r': 0.8035714285714286, 'p': 0.7627118644067796, 'f': 0.7826086906555766}","{'r': 0.6338028169014085, 'p': 0.6, 'f': 0.6164383511681366}","{'r': 0.8035714285714286, 'p': 0.7627118644067796, 'f': 0.7826086906555766}"
661,"{'r': 0.94, 'p': 0.9215686274509803, 'f': 0.9306930643074209}","{'r': 0.8333333333333334, 'p': 0.7936507936507936, 'f': 0.8130081250842753}","{'r': 0.92, 'p': 0.9019607843137255, 'f': 0.9108910841094011}"
662,"{'r': 0.6382978723404256, 'p': 0.5769230769230769, 'f': 0.6060606010733599}","{'r': 0.4444444444444444, 'p': 0.4067796610169492, 'f': 0.42477875607173626}","{'r': 0.6382978723404256, 'p': 0.5769230769230769, 'f': 0.6060606010733599}"
663,"{'r': 0.717391304347826, 'p': 0.5076923076923077, 'f': 0.5945945897410925}","{'r': 0.46296296296296297, 'p': 0.32894736842105265, 'f': 0.3846153797585799}","{'r': 0.6956521739130435, 'p': 0.49230769230769234, 'f': 0.5765765717230744}"
664,"{'r': 0.9454545454545454, 'p': 0.9811320754716981, 'f': 0.9629629579646777}","{'r': 0.9375, 'p': 0.967741935483871, 'f': 0.9523809473822121}","{'r': 0.9454545454545454, 'p': 0.9811320754716981, 'f': 0.9629629579646777}"
665,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
666,"{'r': 0.7017543859649122, 'p': 0.8333333333333334, 'f': 0.7619047569414966}","{'r': 0.6612903225806451, 'p': 0.7884615384615384, 'f': 0.7192982406525085}","{'r': 0.7017543859649122, 'p': 0.8333333333333334, 'f': 0.7619047569414966}"
667,"{'r': 0.7301587301587301, 'p': 0.6865671641791045, 'f': 0.7076923026970415}","{'r': 0.703125, 'p': 0.6164383561643836, 'f': 0.6569343015909213}","{'r': 0.7301587301587301, 'p': 0.6865671641791045, 'f': 0.7076923026970415}"
668,"{'r': 0.6730769230769231, 'p': 0.7291666666666666, 'f': 0.699999995008}","{'r': 0.5254237288135594, 'p': 0.5535714285714286, 'f': 0.5391304297860114}","{'r': 0.6730769230769231, 'p': 0.7291666666666666, 'f': 0.699999995008}"
669,"{'r': 0.24074074074074073, 'p': 0.2653061224489796, 'f': 0.2524271794778019}","{'r': 0.047619047619047616, 'p': 0.05263157894736842, 'f': 0.0499999950125005}","{'r': 0.2222222222222222, 'p': 0.24489795918367346, 'f': 0.23300970374964664}"
670,"{'r': 0.4528301886792453, 'p': 0.5217391304347826, 'f': 0.4848484798734823}","{'r': 0.3333333333333333, 'p': 0.3584905660377358, 'f': 0.34545454046115703}","{'r': 0.4528301886792453, 'p': 0.5217391304347826, 'f': 0.4848484798734823}"
671,"{'r': 0.8703703703703703, 'p': 1.0, 'f': 0.930693064330948}","{'r': 0.8360655737704918, 'p': 0.9807692307692307, 'f': 0.9026548622883547}","{'r': 0.8703703703703703, 'p': 1.0, 'f': 0.930693064330948}"
672,"{'r': 0.6949152542372882, 'p': 0.803921568627451, 'f': 0.7454545404809918}","{'r': 0.6451612903225806, 'p': 0.7407407407407407, 'f': 0.6896551674375743}","{'r': 0.6949152542372882, 'p': 0.803921568627451, 'f': 0.7454545404809918}"
673,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
674,"{'r': 0.7592592592592593, 'p': 0.7884615384615384, 'f': 0.7735849006621573}","{'r': 0.6349206349206349, 'p': 0.6451612903225806, 'f': 0.6399999950003201}","{'r': 0.7592592592592593, 'p': 0.7884615384615384, 'f': 0.7735849006621573}"
